price,type,title,address,gov,bathrooms,total_rooms,living_area,total_area,rooms
910 000 DT,vente,Villa neuves avec piscine,Gammarth, Tunis,,5,,450,4
50 DT / Mois,location,Domiciliation centre urbain nord,Cité El Khadra, Tunis,,,,,
410 000 DT,vente,"Une superbe villa enTunisie à Mornag ""Zawia""",Médina, Tunis,2,6,500,2000,3
200 000 DT,vente,Appartemnet au MONFLEURY MEDICALE,Centre Ville - Lafayette, Tunis,,,,,
3 000 DT / Mois,location,Dépôt à Ain Zaghouan,Aïn Zaghouan, Tunis,,,450,450,
50 DT / Mois,location,Domiciliation a Tunis centre ville,Cité El Khadra, Tunis,,,,,
220 DT,vente,A vendre a l'aouina,L'aouina, Tunis,1,3,130,3000,2
50 DT,location,Domiciliation Tunis centre ville,Cité El Khadra, Tunis,,,,,
3 500 DT / Mois,location,Location de villa à proximité lycée français,Mutuelleville, Tunis,4,7,400,,4
70 DT,location,Domiciliation a Tunis Ariana Sfax Sousse,Cité El Khadra, Tunis,,,,,
700 DT,location,App bellevue tunus,Djebel Jelloud, Tunis,2,,148,,4
,vente,Av un luxueux appartement à l'aouina,L'aouina, Tunis,2,5,230,,5
3 200 000 DT,vente,Immeuble 42 bureaux à Tunis,Cité El Khadra, Tunis,,10+,800,,
70 DT,location,Domiciliation et création,Cité El Khadra, Tunis,,,,,
,vente,La marsa,La Marsa, Tunis,,,,,
,vente,Au Lac 2,Les Berges Du Lac, Tunis,,,,,1
1 200 DT,vente,A la marsa corniche appartement a louer,La Marsa, Tunis,,,,,3
75 000 DT,vente,Une coquette dar arbi à beb lakwes,Centre Ville - Lafayette, Tunis,1,5,100,100,2
70 DT,vente,Domiciliation tlc,Cité El Khadra, Tunis,,,,,
410 000 DT,vente,Av un luxueux  appartement. A l'aouina,L'aouina, Tunis,2,5,230,,5
530 000 DT,vente,Maison à vendre à Bellevue Elouardia,El Ouardia, Tunis,,5,,570,4
70 DT,location,Domiciliation avec tlc Tunis,Cité El Khadra, Tunis,,1,,,
410 000 DT,vente,Av appartement  à l'aouina,L'aouina, Tunis,2,5,220,,4
70 DT,location,Studio a la marsa,La Marsa, Tunis,1,2,,,1
1 450 DT / Mois,location,Bureau avec hall et 1 bureau au centre urbain nord,Aïn Zaghouan, Tunis,1,2,109,,
1 050 DT / Mois,location,Appartement 2 pièces au lac 2,Les Berges Du Lac, Tunis,1,2,60,,1
,vente,Vendre villa à monfleury,Sidi El Béchir, Tunis,2,8,587,,8
400 000 000 DT,vente,Maison 4 étages à vendre,Le Kram, Tunis,1,5,400,100,2
360 000 DT,vente,Deux villas jumeleés,El Omrane supérieur, Tunis,,9,,,7
139 DT,vente,Maison à Cité 20 Mars Sidi Hassine,Sidi Hassine, Tunis,1,3,300,300,3
400 000 DT,vente,Villas a vendre,Le Bardo, Tunis,,,280,,
2 300 DT / Mois,location,S+3 lac 1,Les Berges Du Lac, Tunis,,,,,
360 DT / Semaine,location,Domiciliation d'adresse 6mois,Centre Ville - Lafayette, Tunis,,,,,
50 000 DT,vente,Studio,Médina, Tunis,1,2,20,20,2
300 DT / Mois,location,Maison independante,Djebel Jelloud, Tunis,1,,100,100,3
50 DT / Mois,location,Domiciliation commerciale et juridique,Centre Ville - Lafayette, Tunis,,2,25,,
570 DT,vente,A vendre a la marsa - sidi daoud - gammarth,La Marsa, Tunis,,,,5585,
4 000 DT,location,A la marsa corniche appartement a louer,La Marsa, Tunis,2,,,,5
115 DT,vente,A vendre un appartement,Sidi El Béchir, Tunis,1,3,44,60,2
950 DT / Mois,location,Appartement a l'aouina,L'aouina, Tunis,,,,,1
110 DT,vente,Maison,Carthage, Tunis,1,3,80,80,3
900 DT,location,Laouina,L'aouina, Tunis,1,5,160,,4
60 DT,vente,App a60 milles,Ezzouhour, Tunis,1,3,65,65,3
235 000 DT,vente,Avendre appartement,Jardin De Carthage, Tunis,,,72,,2
620 DT / Mois,location,Appartement à cité wahat,L'aouina, Tunis,,3,90,,2
950 DT / Mois,location,A louer pour local convient pour cabinet médicale ou bureau,L'aouina, Tunis,,3,100,100,
950 000 DT,vente,Maison bon emplacement khaznadar le bardo,Le Bardo, Tunis,4,10+,430,553,10+
150 DT / Nuit,location,Appartement luxueux a Ghammarth,Gammarth, Tunis,1,3,140,140,3
800 DT,location,Aaaa,La Marsa, Tunis,1,4,168,,3
2 000 000 DT,vente,A VENDRE UN LOT DU BUREAUX,Médina, Tunis,6+,10+,1000,,
450 000 DT,vente,Villa RC + Etage,El Ouardia, Tunis,2,7,240,450,5
,vente,Lot de terrain a douar chott,Carthage, Tunis,,,,431,
3 500 000 DT,vente,Très bonne affaire Terrain à Lac 2,Les Berges Du Lac, Tunis,,,,1250,
,location,étage de villa a louer à la marsa,La Marsa, Tunis,,,,,
,vente,Locaux commerciaux,Centre Urbain Nord, Tunis,,,,,
140 DT,vente,Forsa a jayara,Sidi Hassine, Tunis,,,,200,
,vente,Vendre villa à monfleury abou kacem el chebbi,Sidi El Béchir, Tunis,2,8,,587,8
,location,Appartement à la Marsa,La Marsa, Tunis,,,,,
800 DT / Mois,location,Location d'un appartement luxueusement meublé,Centre Ville - Lafayette, Tunis,1,2,50,50,2
850 DT / Mois,location,Étage de villa hs au bardo,Le Bardo, Tunis,2,4,150,,3
,vente,A sidi daoud la marsa,La Marsa, Tunis,,,,,
,vente,La marsa,La Marsa, Tunis,,,,,
,location,Appartement a louer Lac2,Les Berges Du Lac, Tunis,,,,,
,location,Appartement au jardin de carthage,Jardin De Carthage, Tunis,,,,,
,location,Appartement a louer Lac2,Les Berges Du Lac, Tunis,,,,,
,location,Appartement a louer,Les Berges Du Lac, Tunis,,,,,
,vente,Appartement a vendre,Les Berges Du Lac, Tunis,,,,,
,location,Appartement berge du lac,Les Berges Du Lac, Tunis,,,,,
,location,Appartement,Les Berges Du Lac, Tunis,,,,,
,location,Appartement a Sidi Bousaid,Sidi Bou Said, Tunis,,,,,
,location,Appartement meublé a Sidi Bousaid,Sidi Bou Said, Tunis,,,,,
,location,Appartement à Cap Gammarth,Gammarth, Tunis,,,,,
,location,Appartement a Sidi Daoud,Sidi Daoud, Tunis,,,,,
,location,Appartement au jardin de carthage,Les Berges Du Lac, Tunis,3,9,,,4
,vente,Appartement meublé au lac2,Les Berges Du Lac, Tunis,3,7,,,2
1 700 DT,location,Appartement meublé,La Marsa, Tunis,1,4,111,111,1
,vente,Appartement,Le Bardo, Tunis,1,7,96,96,3
140 000 DT,vente,Un appartement avenue habib bourgiba,Le Bardo, Tunis,1,1,,,1
1 400 000 DT,vente,Villa moderne et haut standing,Le Bardo, Tunis,1,,,,
120 000 DT,vente,Rcd nahej sidi bil khir,Médina, Tunis,1,,,,2
220 DT,vente,Duplex a omrane superieur,El Omrane supérieur, Tunis,2,,150,150,5
450 DT,vente,قطعة أرض طريق قمرت المرسى 1200متر,La Marsa, Tunis,,,,1200,
,vente,À vendre villa à mannouba 335 mètres carrés,Le Bardo, Tunis,3,9,235,335,4
830 DT,vente,Vend belle villa standing,La Marsa, Tunis,2,6,270,390,4
450 DT,vente,Terrain d'habitation 800m à la marsa,La Marsa, Tunis,,,,800,
245 000 DT,vente,Appartements 140m2 à Tunis L'aouina,L'aouina, Tunis,2,4,140,,3
270 000 DT,vente,Appartements S3 240m2 à Tunis L'aouina,L'aouina, Tunis,2,4,240,,3
265 000 DT,vente,Appartements S3 170m2 à Tunis L'aouina,L'aouina, Tunis,2,4,170,,3
245 000 DT,vente,Appartements S3 à Tunis L'aouina,L'aouina, Tunis,,4,140,,3
60 DT,vente,Location place de parc,L'aouina, Tunis,,,,,
273 000 DT,vente,Appartements 140m2 à Tunis L'aouina,L'aouina, Tunis,,4,140,,3
120 DT,vente,Apart bab bhar,Médina, Tunis,1,3,100,117,2
135 000 DT,vente,Maison en 2 étages,El Omrane supérieur, Tunis,2,,68,90,5
250 DT,vente,Terrain aménagement,Médina, Tunis,,,,400,
320 DT / Mois,location,Studio 2 chambres près de station campus,El Omrane supérieur, Tunis,1,2,,,2
400 DT / Mois,location,Appartement a louer a ibnou sina,Carthage, Tunis,1,3,95,,2
280 DT,vente,Belle maison,Ezzouhour, Tunis,2,6,216,216,3
130 000 DT,vente,Bel Appartements 98m2 à Lafayette,Centre Ville - Lafayette, Tunis,1,3,98,98,2
295 000 DT,vente,Appartement haut standing a l'aeroport (fin des travaux 09/2017),Le Kram, Tunis,3,4,150,220,3
300 000 DT,vente,Duplex cité weha,Agba, Tunis,1,,,139,5
,vente,Magasin,Centre Ville - Lafayette, Tunis,,,,,
,vente,Appartement haut standing,Jardin De Carthage, Tunis,1,2,,,
,vente,فبلا,La Marsa, Tunis,2,10+,330,210,8
,vente,Maison à montfleury,Sidi El Béchir, Tunis,2,8,300,400,6
9 000 DT,vente,Local commercial,Le Kram, Tunis,,,12,12,
420 000 DT,vente,Vente fond et mur d'un espace commercial,La Goulette, Tunis,,,110,110,
420 000 DT,vente,Local commercial fond et mur,La Goulette, Tunis,,,110,110,
,vente,Duplex a vendre,Sidi Bou Said, Tunis,2,4,170,170,3
320 DT / Mois,location,للكراء محل تجاري,Ezzouhour, Tunis,,,100,,
950 000 DT,vente,LOCAL INDUSTRIEL DE 2000 M2 AUX BERGES DU LAC DE TUNIS,Les Berges Du Lac, Tunis,,,,,
120 DT,vente,Apprt à 3km de centre ville,Djebel Jelloud, Tunis,1,3,85,,2
5 200 000 DT,vente,Une belle affaire,Mutuelleville, Tunis,,,,12800,
,vente,Fond de commerce,Le Kram, Tunis,,,,,
1 200 DT,vente,Terrain l aouina,Aïn Zaghouan, Tunis,,,,357,
300 DT / Mois,location,Louer un appartement,Sidi El Béchir, Tunis,,,,,2
420 000 DT,vente,Forsa,Sidi Hassine, Tunis,,4,180,318,
796 800 DT,vente,BUREAU A CENTRE URBAIN NORD 249 M2,Centre Urbain Nord, Tunis,,,,,
1 120 000 DT,vente,MAGASIN 280 M2 CENTRE URBAIN NORD,Centre Urbain Nord, Tunis,,,,,
600 DT,vente,Rdc + étage et garage et studio a vendre,El Ouardia, Tunis,2,7,250,500,8
150 000 DT,vente,Maison style arabe,Médina, Tunis,2,5,300,250,5
4 500 DT / Semaine,location,Gammarth,La Marsa, Tunis,4,6,,,5
2 100 DT / Mois,location,Location a la marsa,La Marsa, Tunis,1,3,,,2
650 DT / Mois,location,App haut standing,Aïn Zaghouan, Tunis,1,,84,,2
850 DT / Mois,location,A louer au coeur de la Marsa,La Marsa, Tunis,1,3,,,2
950 DT,vente,TERRAIN A VENDRE,Le Bardo, Tunis,,,,460,
4 300 000 DT,vente,Villa À Kram 3Mt 183A17,Le Kram, Tunis,2,8,350,1075,5
22 750 DT / Mois,location,IMMEUBLE NEUF  2100 M2 LAC,Les Berges Du Lac, Tunis,,,,,
14 500 DT / Mois,location,IMMEUBLE neuf  LAC 1384 M2 TROIS NIVEAUX  ET SS,Les Berges Du Lac, Tunis,,,,,
365 000 DT,vente,A VENDRE TERRAIN  EZ ZAHRA,L'aouina, Tunis,,,,486,
205 DT,vente,"Occasion à ne pas rater,une belle et vaste maison à vendre",Mohamedia, Ben Arous,2,10+,,275,9
2 200 DT,location,Al depot a khlidia,Mornag, Ben Arous,,,550,,
3 500 DT,location,Al local commercial à ben arous,Mornag, Ben Arous,,,200,,
1 750 000 DT,vente,Av un terrain agricole à mornag,Mornag, Ben Arous,,,,4.5,
750 DT,location,"Etage de villa a louer, el mourouj1",El Mourouj, Ben Arous,1,5,150,170,3
1 900 000 DT,vente,Villa à Radés Mongil,Radès, Ben Arous,,,1140,1140,
135 DT,vente,Particulier vend un appartement S+3 à boumhal avec prix imbattable,Boumhel, Ben Arous,,3,125,,
285 DT,vente,Particulier vend une belle maison de 3 etage situé au meilleur cité à fouchena,Fouchana, Ben Arous,,8,207,,
,vente,A VENDRE A RADES UN EXCELLENT EMPLACEMENT,Radès, Ben Arous,3,9,590,530,5
650 DT,location,Appatement à mrj 6 en location,El Mourouj, Ben Arous,,,,,
255 000 DT,vente,Appatement à mrj 6,El Mourouj, Ben Arous,,,,,
500 DT,location,Maison meubler,Medina Jedida, Ben Arous,1,3,140,140,2
,location,A Louer un appartement neuf à Rades,Radès, Ben Arous,,,,,
450 DT / Mois,location,Etage d’une villa à Mourouj 2,El Mourouj, Ben Arous,,5,,,3
3 500 000 DT,vente,FERME LA PERGOLA T1079,Mornag, Ben Arous,,,,200000,
500 DT,location,Maison meubler a loyer a Tunis,Medina Jedida, Ben Arous,1,3,150,150,2
145 000 DT,vente,Appartement a vendre,Ezzahra, Ben Arous,1,4,90,,3
1 900 000 DT,vente,Villa de 1140 m² à 1900 000 DT à Rades Mongil,Radès, Ben Arous,,,1140,1140,
250 000 DT,vente,Maison neuve à 20 mn centre ville Tunis,Mornag, Ben Arous,,6,90,160,
1 900 000 DT,vente,Une villa à rades mongil sur un terrain de 1140 m² à 1900 MDT,Radès, Ben Arous,,,1140,1140,
95 000 DT,vente,S1 Neuf Chez Promoteur La Nouvelle Medina,Medina Jedida, Ben Arous,1,2,63,63,1
157 000 DT,vente,S2 Neuf HS Direct Promoteur Mornag,Mornag, Ben Arous,2,3,112,112,2
416 000 DT,vente,Luxueux S3 THS à Megrine,Mégrine, Ben Arous,3,4,160,160,3
1 200 000 DT,vente,Terrain 1292m2 Rue jilani Marchand Ezzahra,Ezzahra, Ben Arous,,,,1292,
,vente,Vente de local commercial residentiel,Boumhel, Ben Arous,2,,350,701,
580 000 DT,vente,Vente ou location dépôt à Boumhel pour usage industriel ou stockage,Boumhel, Ben Arous,,,1000,1000,
1 900 000 DT,vente,Villa de 1140 m2 à 1900 000 DT à Radés Mongil,Radès, Ben Arous,,,1140,1140,
40 000 DT,vente,Vente fond de commerce,Radès, Ben Arous,,,,,
400 DT / Mois,location,1ere etage a cite elhidhab fouchana ben arous,Fouchana, Ben Arous,1,5,120,120,3
,vente,Ferme Morneg,Mornag, Ben Arous,,,,7500,
350 DT,location,"Tres bon Studio, a 5mn de carrefour Ezzahra",Boumhel, Ben Arous,1,2,50,,2
1 000 000 DT,vente,FERME DES VIGNES,Mornag, Ben Arous,,,,,39400
2 000 000 DT,vente,Ferme GARCI (Réf: T594),Mornag, Ben Arous,,,,270000,
3 500 000 DT,vente,Ferme LA PERGOLA (Réf: T1079),Mornag, Ben Arous,,,,200000,
8 500 DT,location,Offre location des étages et un dépôt à zone Industrielle kram,Ezzahra, Ben Arous,6+,10+,1661,,
1 900 000 DT,vente,Villa de 1140 m² à Mongil,Radès, Ben Arous,,,500,1140,
,vente,Vente duplex,Medina Jedida, Ben Arous,,,,,
420 DT / Mois,location,Appartemet,Radès, Ben Arous,,3,85,220,3
565 DT,vente,Spacieuse étage villa 200m2 terrasse jardin garage,El Mourouj, Ben Arous,1,4,198,450,3
370 DT,vente,Terrains à Mornag,Mornag, Ben Arous,,,,,
1 700 DT,location,Villa à louer à el mourouj1,El Mourouj, Ben Arous,,5,200,600,
760 DT,vente,Terrain a vendre,Boumhel, Ben Arous,,,,453,
600 DT,vente,Fond de commerce,El Mourouj, Ben Arous,,,,,
1 900 000 DT,vente,Villa Mongil à 1900 MDT,Radès, Ben Arous,,,1140,1140,
1 900 000 DT,vente,Une villa Rades Mongil,Radès, Ben Arous,,,1140,1140,
600 DT,vente,Fond de commerce,El Mourouj, Ben Arous,,,,,
1 900 000 DT,vente,Villa Radés Mongil,Radès, Ben Arous,,,1140,1140,
1 900 000 DT,vente,Une villa sur un terrain de 1140 m² à 1900 mdt à rades mongil,Radès, Ben Arous,,,1140,110,
140 DT,vente,A vendre un appartement type SNIT,Radès, Ben Arous,1,4,84,,3
370 DT,vente,Deux maisons + deux garages de commerce,Medina Jedida, Ben Arous,2,7,170,170,3
300 DT / Mois,location,BEL APPARTEMENT S+2 IBN SINA,El Mourouj, Ben Arous,1,3,65,65,2
130 DT,vente,Maison a Borj cedria,Borj Cedria, Ben Arous,1,6,100,150,3
750 DT,location,Etage de villa a louer a ben Arous,El Mourouj, Ben Arous,,5,200,200,3
1 DT,vente,46276954ارض للبيع فى رادس مليان طريق سوق,Radès, Ben Arous,,,,180,
1 600 DT,location,Local 400m2 ou Usine à Medina jedida,Medina Jedida, Ben Arous,3,5,400,400,
90 000 DT,vente,LOT DE TERRAIN A BOUMHEL EL BASSATINE,Boumhel, Ben Arous,,,,211,
850 DT,vente,Terrain à borj cedria,Borj Cedria, Ben Arous,,,,397,
400 DT,location,Maison s+3,Medina Jedida, Ben Arous,,4,125,175,3
570 000 DT,vente,A VENDRE VILLA A RADES,Radès, Ben Arous,1,6,150,455,3
850 DT,vente,Bonne Occasion,Borj Cedria, Ben Arous,2,6,255,455,4
400 DT,location,Mourouj 5,El Mourouj, Ben Arous,1,3,95,,2
170 000 DT,vente,Appartement s+3 à Ezzahra,Ezzahra, Ben Arous,1,1,100,,3
1 900 000 DT,vente,Une villa à Radès Mongil de 1140 m² à 1900 mdt,Radès, Ben Arous,,,1140,1140,
1 900 000 DT,vente,Une villa à Radès Mongil,Radès, Ben Arous,,,1140,1140,
720 DT / Mois,location,Location appartement s+3 à Hammem Chatt,Hammam Chott, Ben Arous,1,3,140,,3
110 000 DT,vente,Appartement S2 Neuf Foprolos Chez Promoteur MORNAG,Mornag, Ben Arous,2,3,88,88,2
470 DT,location,APPARTEMENT S+2 AU MOUROUJ3,El Mourouj, Ben Arous,,,,,
1 900 000 DT,vente,Une villa de 1140 m² à 1900 MDT à Rades Mongil,Radès, Ben Arous,,,1140,1140,
3 500 000 DT,vente,LOCAL INDUSTRIEL 2000 M2 TUNIS SUD,Borj Cedria, Ben Arous,,,,,
2 300 000 DT,vente,LOCAL 330/3500 M2 TUNIS SUD,Boumhel, Ben Arous,,,,,
,vente,VILLA Haut Standing BORJ CEDRIA (Villa + 6 Appartements et Un studio) Ben Arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
370 DT,vente,Coquette villa a la zone touristique borj cedria slimane,Borj Cedria, Ben Arous,3,7,200,350,5
700 DT,location,S+3 à louer (étage villa) nouvelle médina 3,Medina Jedida, Ben Arous,1,7,,,3
320 DT,vente,A VENDRE,Medina Jedida, Ben Arous,,4,110,210,
370 DT,vente,Coquette villa a la zone touristique borj cedria slimane,Borj Cedria, Ben Arous,3,7,200,350,5
,vente,VILLA Haut Standing BORJ CEDRIA (Villa + 6 Appartements et Un studio) Ben Arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
450 DT / Mois,location,Appartement à louer  à Rades,Radès, Ben Arous,1,3,80,,2
550 DT,location,étage de villa à Mourouj 6,El Mourouj, Ben Arous,2,4,150,,3
247 000 DT,vente,Appartements neufs à rade plage,Radès, Ben Arous,2,4,152,,3
,vente,VILLA Haut Standing BORJ CEDRIA (Villa + 6 Appartements et Un studio) Ben Arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
300 DT,location,à louer étage de villa à fouchena,Fouchana, Ben Arous,1,3,80,,2
,vente,VILLA Haut Standing BORJ CEDRIA  (Villa + 6 Appartements et Un studio) Ben Arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
720 000 DT,vente,Villa haut standingR+2 Mourouj 6,El Mourouj, Ben Arous,3,,354,412,7
400 DT,location,شقة للكراء بالمحمدية,Mohamedia, Ben Arous,1,5,80,80,3
330 000 DT,vente,Maison au cité RIadh Borj Cedria,Hammam Chott, Ben Arous,1,4,170,345,4
350 DT,location,A LOUER LOCAL COMMERCIAL,Hammam Lif, Ben Arous,1,1,29,,
190 000 DT,vente,APPARTEMENT HAUT STANDING TOUT CONFORT,Boumhel, Ben Arous,2,4,150,,3
770 000 DT,vente,Très belle villa à Mourouj 6,El Mourouj, Ben Arous,3,7,376,583,5
250 000 DT,vente,Maison 2 étages à Mourouj 5,El Mourouj, Ben Arous,2,6,180,100,4
115 000 DT,vente,Appartement au rdc  s2 à Mourouj 3,El Mourouj, Ben Arous,,3,80,,2
185 000 DT,vente,Appartement haut standing s2 au rdc à Mourouj 6,El Mourouj, Ben Arous,1,3,116,,2
170 000 DT,vente,Appartement haut standing s2 à Mourouj 6,El Mourouj, Ben Arous,1,3,107,,2
950 000 000 DT,vente,A vendre Complexe habitation Haut Standing( Villa + 6 Appartements et Un studio)ben arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
,vente,منزل للبيع بمرناق,Mornag, Ben Arous,3,3,76,76,5
300 DT,location,MAISON SALLE ET TROIS CHAMBRES A 300D,Mohamedia, Ben Arous,1,6,70,120,3
70 DT,vente,Terrain à bâtir,Mohamedia, Ben Arous,,,,13335,
400 DT,location,A louer local de 40m2,Ezzahra, Ben Arous,,,40,40,
115 000 DT,vente,Appart à rades forêt,Radès, Ben Arous,1,3,80,90,2
42 DT,vente,Terrain à Radés plage,Radès, Ben Arous,,,,107,
,vente,A vendre maison a Ben arous tunis,Mégrine, Ben Arous,4,10+,650,700,10+
950 000 000 DT,vente,A vendre Complexe habitation Haut Standing( Villa + 6 Appartements et Un studio)ben arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
390 000 DT,vente,Terrain agricole 1 ha Morneg,Mornag, Ben Arous,,,,10000,
750 DT / Mois,location,VILLA  A ERRIADH Z .TOURISTIQUE,Borj Cedria, Ben Arous,3,4,190,480,4
,location,DÉPÔTS A LOUER A NAASSEN,Fouchana, Ben Arous,,,2000,5600,
,vente,Appartement avec titre bleu (79500dt),El Mourouj, Ben Arous,1,3,70,80,2
215 DT,vente,Une maisonnette de 120 m² sur un terrain de 150 m² à 215.000 DT à El Mrezka,El Mourouj, Ben Arous,1,4,120,150,3
235 000 DT,vente,Bel Appartement 140m2 - 4 pièces,Radès, Ben Arous,2,4,140,,3
11 000 DT,location,Usine avec administration Z.I,Mégrine, Ben Arous,3,,1775,1510,
680 DT,vente,Une villa sur le plus haut point de Ben Arous avec titre bleu,El Mourouj, Ben Arous,,6,570,200,
160 DT,vente,Occasion,Hammam Chott, Ben Arous,1,4,169,269,3
140 000 DT,vente,Appartement  a mornag tunis 500m de l'autoroute,Mornag, Ben Arous,1,6,75,95,3
950 000 000 DT,vente,A vendre Complexe habitation Haut Standing( Villa + 6 Appartements et Un studio)ben arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
650 DT,location,A Louer RDC S+3 d'une villa à Hammam Lif.,Hammam Lif, Ben Arous,,,,,
950 000 000 DT,vente,Complexe habitation Haut Standing( Villa + 6 Appartements et Un studio) à ben arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
60 DT / Nuit,location,Studio LUXUEUX meublé location/jour à Mourouj1,El Mourouj, Ben Arous,1,1,40,40,1
1 800 DT,location,Fonds de commerce en gérance libre Hammam'lif,Hammam Lif, Ben Arous,,,37,,
950 000 000 DT,vente,Complexe habitation Haut Standing( Villa + 6 Appartements et Un studio)ben arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
950 000 000 DT,vente,Complexe habitation Haut Standing( Villa + 6 Appartements et Un studio)a ben rous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
400 DT,location,دار للكراء,Hammam Lif, Ben Arous,1,3,,,2
950 000 000 DT,vente,A vendre Complexe habitation Haut Standing( Villa + 6 Appartements et Un studio)ben arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
420 000 DT,vente,Une villa fait le coin(s+4)à cité lhidhab fouchana,Fouchana, Ben Arous,1,,200,478,4
280 DT,vente,Villla à khlidia,Mornag, Ben Arous,2,6,283,407,3
49 500 DT,vente,A vendre,Hammam Lif, Ben Arous,,,,90,
280 DT,vente,Villla à khlidia,Mornag, Ben Arous,2,6,283,407,3
950 000 000 DT,vente,A vendre Complexe habitation Haut Standing à ben arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
250 000 DT,vente,Appartement rez de chaussé de standing,El Mourouj, Ben Arous,1,4,130,,3
560 000 DT,vente,A vendre une villa à Ben arous,Medina Jedida, Ben Arous,3,6,226,426,4
205 000 DT,vente,APPARTEMENT HAUT STANDING S+3,Medina Jedida, Ben Arous,2,4,129,129,3
155 000 DT,vente,Coquet appartement S+2 Haut standing,Medina Jedida, Ben Arous,1,3,103,103,2
730 000 DT,vente,VILLA DE CHARME A MEDINA JADIDA,Medina Jedida, Ben Arous,4,10+,467,480,10+
950 000 000 DT,vente,A vendre Complexe habitation Haut Standing (Villa + 6 Appartements et Un studio) Ben Arous,Borj Cedria, Ben Arous,6+,10+,1000,1000,10+
230 DT,vente,à vendre lots de terrains,Mornag, Ben Arous,,,,500,
